timestamp,ip_address,login_success,attempts_from_ip,failed_attempts,login_duration_seconds,request_size_bytes,requests_per_minute,is_credential_stuffing
2025-10-16 11:03:44,73.78.229.201,5,5,0,3.9814982611247505,963,4,0
2025-09-22 11:50:44,192.168.185.25,1,1,0,13.746597897645822,1329,2,0
2025-10-28 19:50:44,138.221.213.142,5,83,78,1.6420577296648613,2973,18,1
2025-10-06 13:58:44,73.140.238.167,1,3,2,3.1266377091721207,1099,1,0
2025-10-29 10:41:44,51.171.160.126,3,76,73,14.62354488978146,4622,9,1
2025-10-09 07:13:44,73.150.186.192,4,5,1,8.481929052255321,1269,2,0
2025-09-12 14:27:44,10.214.67.220,1,1,0,8.163198189661657,247,0,0
2025-10-21 19:39:44,172.30.173.42,1,1,0,3.5832942709892825,838,3,0
2025-08-31 12:23:44,172.21.33.192,1,2,1,10.986894202383734,949,1,0
2025-10-28 18:55:44,51.53.82.77,3,47,44,2.4681683314547325,3575,16,1
2025-10-16 16:49:44,10.50.87.40,1,1,0,10.507432468022854,308,3,0
2025-09-18 03:37:44,172.31.63.244,2,4,2,6.083152149580892,514,3,0
2025-08-15 12:19:44,10.179.151.195,3,4,1,12.792396494174543,742,2,0
2025-10-25 22:08:44,172.27.77.236,2,4,2,14.650940281231994,1146,4,0
2025-08-22 17:54:44,192.168.94.186,1,2,1,8.10654530158237,758,2,0
2025-10-27 12:08:44,192.168.26.119,4,4,0,5.712459894714888,371,2,0
2025-10-13 04:03:44,192.168.131.245,1,1,0,7.624326814726491,1318,3,0
2025-09-26 00:39:44,172.22.225.68,1,1,0,1.930947743134885,1117,0,0
2025-10-16 09:53:44,172.27.37.114,3,3,0,3.6096698150340174,277,3,0
2025-10-28 22:54:44,138.207.59.224,0,48,48,0.6726179609118699,2546,19,1
2025-09-07 04:34:44,172.25.137.18,1,2,1,9.73933194279589,778,2,0
2025-10-03 08:45:44,73.136.136.41,5,5,0,3.1234483162585165,1196,1,0
2025-10-25 02:41:44,98.234.205.72,1,2,1,2.44082443041803,1014,1,0
2025-09-30 22:10:44,192.168.42.209,5,5,0,11.111535957502928,294,4,0
2025-10-29 00:22:44,51.74.185.117,0,47,47,0.6470662713038796,1862,15,1
2025-08-31 02:02:44,192.168.136.112,1,1,0,2.4309772991527945,1356,2,0
2025-09-08 22:34:44,73.114.114.32,2,2,0,12.766154847725922,1013,1,0
2025-10-28 14:19:44,73.146.89.31,1,1,0,4.183538692279576,1168,2,0
2025-10-05 01:36:44,192.168.151.134,1,3,2,5.848843921123457,617,2,0
2025-10-28 16:10:44,185.217.251.17,5,63,58,6.8649562930636705,3724,24,1
2025-09-11 05:57:44,73.83.149.158,2,2,0,14.454984444572371,541,0,0
2025-10-28 16:49:44,5.210.124.162,5,58,53,6.56245361640637,2451,27,1
2025-09-29 20:34:44,98.109.247.110,5,5,0,9.22435045927704,1398,3,0
2025-10-21 13:35:44,192.168.190.254,4,4,0,11.545447090464311,361,1,0
2025-10-22 11:17:44,73.186.25.176,2,2,0,4.107610267061292,642,2,0
2025-10-22 10:39:44,98.17.164.134,3,3,0,4.404410673992357,1343,3,0
2025-08-17 05:41:44,73.210.136.42,2,2,0,3.9104075720443827,1114,4,0
2025-08-03 14:02:44,98.161.178.203,2,2,0,12.629163091913497,1479,2,0
2025-10-28 14:30:44,138.65.121.150,2,95,93,2.5993309628855554,3606,19,1
2025-10-05 06:05:44,192.168.212.134,2,2,0,2.950985037019538,203,0,0
2025-10-29 10:59:44,5.168.150.227,1,96,95,12.516174262763435,3589,21,1
2025-08-14 13:21:44,98.36.214.145,1,1,0,1.1539416012187267,845,2,0
2025-10-12 15:46:44,10.78.21.40,2,2,0,11.792759278899787,329,1,0
2025-10-03 16:03:44,192.168.190.91,2,4,2,5.041712314789798,1336,5,0
2025-10-09 17:39:44,192.168.162.241,1,2,1,12.781415244340607,564,1,0
2025-08-18 04:57:44,192.168.115.154,1,1,0,6.7791097084945315,241,1,0
2025-10-17 17:37:44,10.189.136.153,2,4,2,2.282149026572878,1156,3,0
2025-10-28 17:49:44,45.218.247.62,1,92,91,10.222967133950043,2209,22,1
2025-09-28 02:58:44,98.89.202.8,2,2,0,13.953476443819321,1180,2,0
2025-08-31 13:45:44,73.90.35.140,2,3,1,7.638999033204493,1134,3,0
2025-10-27 07:31:44,10.12.97.41,4,4,0,5.758249492752926,563,4,0
2025-08-24 13:39:44,172.28.91.53,4,5,1,13.181384234613018,958,1,0
2025-10-29 11:45:44,45.176.133.131,0,48,48,0.86366873585756,1744,20,1
2025-10-20 05:54:44,98.235.170.116,1,1,0,11.326152222244481,202,2,0
2025-09-12 11:21:44,73.243.44.37,5,5,0,14.828113456304441,1016,1,0
2025-10-28 20:35:44,185.163.255.106,1,46,45,9.239759205625436,4890,29,1
2025-08-19 17:10:44,73.155.131.98,1,1,0,4.243403819368208,1084,1,0
2025-08-01 03:25:44,98.20.63.115,1,1,0,14.40178368176656,253,5,0
2025-08-03 09:42:44,192.168.38.130,1,1,0,7.487330475018679,1092,3,0
2025-10-28 19:46:44,45.37.22.36,3,76,73,7.673475596625158,4285,22,1
2025-09-22 04:15:44,98.136.232.108,2,4,2,11.12788159164019,653,1,0
2025-10-28 17:16:44,51.64.154.97,5,86,81,7.9320513781956405,3896,27,1
2025-09-27 06:50:44,73.167.99.197,3,3,0,12.163964302496993,552,1,0
2025-09-07 02:38:44,192.168.176.34,5,5,0,9.66055929501258,206,4,0
2025-10-29 10:52:44,138.136.200.35,0,62,62,1.6810549381197097,3512,17,1
2025-10-13 04:43:44,73.51.232.86,3,3,0,6.273735067815183,564,1,0
2025-08-27 21:44:44,192.168.14.124,2,2,0,11.551783676707268,1115,1,0
2025-10-17 14:57:44,10.139.63.79,1,1,0,9.150386442467825,673,0,0
2025-10-29 00:18:44,51.162.89.43,1,23,22,11.495125644400947,3928,18,1
2025-10-29 04:35:44,5.230.227.25,3,88,85,10.566135272491072,2953,20,1
2025-09-20 21:19:44,192.168.230.157,1,1,0,12.562890721198553,1353,2,0
2025-10-28 19:45:44,5.53.116.54,2,65,63,14.210622882346385,1583,19,1
2025-10-28 20:40:44,185.237.50.39,4,10,6,4.219364482475207,3355,26,1
2025-08-18 22:49:44,73.160.142.220,2,4,2,13.160724351378551,790,2,0
2025-10-06 09:54:44,192.168.15.135,4,4,0,12.151522073666468,405,2,0
2025-08-30 14:20:44,98.159.207.134,1,1,0,5.562956495329049,783,2,0
2025-09-22 01:29:44,98.143.228.179,1,2,1,11.598829746557126,978,1,0
2025-09-13 21:58:44,73.9.23.219,1,1,0,7.752989341722282,872,1,0
2025-09-27 04:01:44,172.28.244.67,2,2,0,2.155119482165898,1117,2,0
2025-09-15 19:34:44,73.166.11.116,1,2,1,9.910023493610915,208,1,0
2025-10-22 04:24:44,73.123.22.180,1,2,1,9.75426524299527,310,1,0
2025-10-28 13:56:44,138.225.46.183,0,13,13,1.0137172797530711,4698,20,1
2025-10-17 23:49:44,73.54.252.19,2,4,2,13.204969932290824,949,1,0
2025-08-20 18:55:44,172.20.13.81,2,3,1,4.198366378638182,1072,1,0
2025-09-05 21:41:44,73.164.180.61,5,5,0,12.766333687877069,358,4,0
2025-09-09 03:38:44,192.168.218.170,2,2,0,1.411522240591102,777,4,0
2025-10-12 04:53:44,192.168.120.223,3,3,0,11.263582313813934,299,2,0
2025-10-28 19:29:44,185.112.218.200,1,46,45,7.1203154434355715,1880,19,1
2025-08-20 19:15:44,73.242.58.227,2,2,0,5.370072793750259,1386,3,0
2025-10-28 19:00:44,185.77.134.235,3,56,53,2.0289544626201774,3493,19,1
2025-08-15 11:17:44,172.24.240.65,3,5,2,3.3385867106132983,1344,2,0
2025-08-12 06:30:44,73.240.80.211,2,4,2,8.558681753030974,533,0,0
2025-10-01 11:19:44,172.25.205.236,3,4,1,4.14581647761752,1282,2,0
2025-08-03 01:40:44,172.28.215.23,4,5,1,5.5238291989839,1262,2,0
2025-09-14 16:58:44,192.168.252.52,2,4,2,14.157477086975785,1231,1,0
2025-08-04 21:40:44,73.90.203.97,3,5,2,10.262852905196056,626,4,0
2025-09-14 08:41:44,192.168.221.40,1,1,0,9.408533595647306,1276,2,0
2025-09-27 03:49:44,98.137.254.177,1,1,0,13.190548304721627,788,1,0
2025-10-11 06:40:44,192.168.159.62,3,4,1,11.67199188687262,1050,2,0
2025-08-26 00:16:44,10.164.181.39,3,5,2,6.546417682529576,1027,3,0
2025-08-18 23:00:44,172.18.60.100,1,3,2,9.672864844134603,1226,5,0
2025-09-16 08:59:44,73.68.189.129,3,5,2,6.5211145334569025,697,3,0
2025-10-29 00:19:44,185.147.176.182,5,24,19,6.321043125120874,1640,18,1
2025-10-02 21:46:44,73.35.228.233,4,5,1,8.548257873453563,869,2,0
2025-08-17 06:01:44,98.76.59.129,1,3,2,3.584191813518462,1464,3,0
2025-10-28 12:54:44,138.140.196.16,2,10,8,8.370988718152933,3688,21,1
2025-10-29 03:33:44,5.135.210.73,4,18,14,10.052482787920042,3156,18,1
2025-10-11 08:14:44,98.65.223.186,1,2,1,10.399945373428602,1114,3,0
2025-10-08 19:52:44,192.168.13.122,2,2,0,1.3309402046487095,1187,1,0
2025-09-03 10:39:44,73.59.226.198,5,5,0,9.358656836539684,836,3,0
2025-09-18 05:29:44,98.123.105.232,1,2,1,2.1118711658458125,552,2,0
2025-09-11 10:14:44,73.106.230.99,4,4,0,12.204991109513061,348,2,0
2025-08-05 07:12:44,73.132.169.59,2,2,0,14.917951057096346,1432,3,0
2025-09-28 21:17:44,172.20.72.147,5,5,0,3.3866911344348454,869,2,0
2025-10-13 23:51:44,10.28.167.224,2,4,2,6.590422821330314,1471,4,0
2025-10-14 00:36:44,73.176.9.17,1,1,0,3.230256288665724,680,1,0
2025-08-18 12:03:44,73.93.11.168,2,2,0,12.554005515260556,1419,2,0
2025-10-17 21:25:44,73.144.33.67,4,4,0,2.6291295703966653,1381,5,0
2025-10-28 09:56:44,192.168.147.14,2,2,0,14.40252043052422,465,1,0
2025-10-28 22:21:44,45.97.14.201,0,45,45,1.5531386217156913,3928,25,1
2025-08-22 22:10:44,98.255.241.161,4,5,1,2.1195155210302272,327,1,0
2025-08-31 06:42:44,172.22.86.161,2,2,0,4.0245345551343945,1283,2,0
2025-10-28 01:24:44,98.11.197.15,1,1,0,1.808927853949133,656,1,0
2025-10-22 20:58:44,73.197.189.50,3,4,1,1.8720851738208777,984,1,0
2025-09-10 07:22:44,98.1.190.206,3,4,1,6.667178007192797,682,2,0
2025-09-05 10:47:44,10.208.7.168,4,5,1,6.860128702735094,860,1,0
2025-10-16 15:48:44,192.168.32.99,1,1,0,4.3768204063935805,537,0,0
2025-08-31 01:53:44,73.90.37.69,1,1,0,12.820999158354624,709,1,0
2025-09-08 06:32:44,10.196.15.167,3,3,0,11.990231613718796,304,0,0
2025-10-29 10:14:44,10.114.12.217,1,1,0,2.06983603213272,441,0,0
2025-10-29 00:19:44,185.163.8.106,2,30,28,7.936329448453745,4273,22,1
2025-08-22 01:13:44,73.167.242.84,3,5,2,7.205823224210656,1423,0,0
2025-10-06 09:50:44,172.18.48.115,3,5,2,1.4979921384976769,431,1,0
2025-10-01 17:31:44,192.168.180.170,1,3,2,6.769833023678802,719,1,0
2025-10-22 04:49:44,192.168.216.254,4,4,0,14.663871894383094,1162,0,0
2025-09-18 13:24:44,98.41.23.50,1,1,0,5.511017048224797,969,5,0
2025-08-18 04:15:44,73.87.201.4,2,2,0,8.701287166414184,989,3,0
2025-09-27 13:35:44,98.145.62.2,3,5,2,12.851200741663892,348,5,0
2025-10-07 23:56:44,73.8.169.87,3,3,0,2.511212005050501,635,2,0
2025-10-29 05:13:44,138.176.33.150,0,86,86,1.065885039140932,2202,13,1
2025-10-05 07:27:44,10.222.96.247,2,4,2,3.251874435408447,328,3,0
2025-10-28 12:25:44,51.176.17.114,4,98,94,11.262998144415448,2422,23,1
2025-07-31 15:02:44,172.19.147.71,3,4,1,11.44027295823725,1243,1,0
2025-09-02 08:27:44,172.16.254.129,3,3,0,7.280548833363596,735,1,0
2025-09-21 23:10:44,192.168.24.91,4,5,1,3.538469918957073,472,3,0
2025-10-06 10:44:44,98.133.18.248,3,4,1,12.269845995530776,259,2,0
2025-09-02 06:21:44,10.12.229.208,3,4,1,12.04060950541369,631,1,0
2025-10-11 16:25:44,10.129.171.210,1,1,0,9.375154116892343,1170,2,0
2025-10-15 06:27:44,10.205.227.73,2,4,2,12.757231998898641,336,2,0
2025-10-29 08:00:44,51.26.176.83,1,12,11,9.210707290641897,3400,24,1
2025-10-29 02:33:44,45.80.28.164,3,35,32,12.78706993508532,3596,19,1
2025-09-20 18:39:44,172.25.215.111,1,2,1,7.115909836612514,1008,1,0
2025-09-23 15:44:44,98.220.126.138,4,4,0,4.958439654102668,1443,1,0
2025-10-13 14:43:44,192.168.49.235,1,2,1,7.29635779430756,1040,1,0
2025-09-02 16:10:44,98.132.123.91,2,2,0,5.412653295363025,1293,1,0
2025-09-12 05:53:44,192.168.181.26,2,4,2,1.7316103100043327,1095,3,0
2025-10-10 17:49:44,10.167.104.89,5,5,0,14.258503828342121,644,0,0
2025-08-19 14:19:44,172.29.238.156,2,4,2,8.631477395649796,772,2,0
2025-08-20 23:08:44,192.168.162.96,1,1,0,12.856862193239838,221,3,0
2025-09-20 06:14:44,172.26.40.27,2,4,2,5.9836272331279385,442,2,0
2025-08-04 21:18:44,73.158.102.220,3,4,1,2.767552959096588,827,2,0
2025-10-29 04:47:44,185.20.176.192,5,35,30,8.735190606958152,3491,17,1
2025-08-01 18:31:44,98.29.121.86,2,4,2,11.858565912954585,703,1,0
2025-09-24 07:53:44,73.195.134.246,1,1,0,5.37288742639719,437,1,0
2025-10-22 21:11:44,10.152.139.107,3,4,1,6.083410312876146,239,2,0
2025-10-26 06:28:44,98.54.217.238,2,4,2,2.168497189851366,1013,3,0
2025-10-02 06:16:44,73.32.242.227,1,2,1,6.984855630888612,330,3,0
2025-10-20 16:36:44,192.168.119.20,5,5,0,8.571112569797622,1142,2,0
2025-10-28 19:48:44,5.178.237.107,2,85,83,4.420759171010526,2741,13,1
2025-09-08 21:56:44,73.90.186.95,1,1,0,11.48356871748629,1399,4,0
2025-08-25 09:34:44,98.61.116.94,4,5,1,1.05343987774086,653,3,0
2025-10-04 21:36:44,172.21.179.115,3,4,1,6.045289479024866,1148,6,0
2025-10-28 13:16:44,138.26.68.112,3,32,29,7.258777613289956,4159,18,1
2025-10-05 04:50:44,98.110.41.196,3,3,0,1.3804502252718183,861,5,0
2025-10-28 23:31:44,45.68.22.218,5,72,67,9.795333546485939,2286,26,1
2025-09-30 03:41:44,172.31.193.177,5,5,0,7.562751516503082,1426,0,0
2025-08-23 08:46:44,10.65.138.188,1,1,0,12.93169424147654,1350,3,0
2025-09-09 15:53:44,98.125.65.241,2,3,1,1.8909727300129928,1212,0,0
2025-10-28 19:57:44,138.120.12.158,3,77,74,1.905616509211842,2531,20,1
2025-09-12 21:33:44,10.52.63.240,3,4,1,5.7714197970578525,605,4,0
2025-08-15 00:11:44,73.135.18.45,3,4,1,10.131139633636614,1385,2,0
2025-08-08 20:02:44,172.22.33.6,1,1,0,9.45700347899707,561,3,0
2025-10-17 06:25:44,98.227.233.82,5,5,0,1.1072964570891546,754,2,0
2025-09-06 04:05:44,192.168.90.248,2,2,0,12.433550456310053,1055,3,0
2025-08-13 22:29:44,172.31.92.134,1,3,2,6.52406505836705,783,3,0
2025-10-28 21:55:44,138.18.65.60,5,78,73,1.0294538044623678,3978,11,1
2025-09-27 08:56:44,10.49.186.82,1,2,1,2.2919870890256013,1135,1,0
2025-09-21 10:45:44,192.168.177.55,1,1,0,10.501379393415908,1489,1,0
2025-08-07 06:47:44,98.137.103.114,2,4,2,11.373737503844099,586,1,0
2025-08-25 13:29:44,73.228.28.229,2,4,2,6.591162477525673,773,3,0
2025-10-29 05:14:44,138.97.145.101,3,63,60,10.421532713522053,3521,24,1
2025-10-02 00:59:44,73.78.73.83,1,3,2,11.630914360536583,1298,2,0
2025-10-06 05:40:44,73.91.134.55,1,1,0,3.3360428237825395,1419,0,0
2025-10-01 02:14:44,172.18.236.218,2,4,2,6.304743892823401,1206,0,0
2025-09-22 08:06:44,172.29.89.118,1,1,0,6.10431219476556,1427,1,0
2025-09-29 12:50:44,172.21.105.245,2,2,0,8.0763716507463,1378,2,0
2025-10-14 15:44:44,73.8.190.214,3,3,0,2.8206689551559414,369,2,0
2025-10-28 22:57:44,138.35.244.191,5,82,77,5.03767612946244,3023,20,1
2025-08-03 18:11:44,98.59.40.249,3,5,2,5.232665490920913,961,0,0
2025-09-16 01:35:44,192.168.224.77,4,4,0,8.627587205632615,682,1,0
2025-08-09 04:52:44,98.187.227.116,5,5,0,8.97128305655196,364,1,0
2025-10-29 11:10:44,138.66.49.205,0,45,45,1.238329111576618,3345,20,1
2025-10-24 19:18:44,73.47.4.12,1,3,2,4.860745955518997,1082,4,0
2025-08-28 12:51:44,98.65.96.240,3,3,0,6.41156709552239,960,3,0
2025-09-24 21:05:44,10.225.112.238,2,4,2,1.8326019641419309,536,2,0
2025-10-28 18:57:44,5.177.80.154,1,68,67,14.601462593468241,4267,20,1
2025-09-18 12:39:44,98.147.63.63,3,4,1,3.9498694941408443,1386,4,0
2025-09-23 11:59:44,98.114.29.145,1,1,0,2.9999040222117404,387,4,0
2025-08-16 10:06:44,98.92.77.253,3,4,1,2.5539733830784077,244,3,0
2025-10-14 06:14:44,73.195.161.110,1,2,1,3.032751180385244,383,1,0
2025-09-07 06:13:44,172.28.224.57,2,3,1,8.685726292182984,980,3,0
2025-10-28 17:56:44,138.53.133.113,0,32,32,1.2870893392998648,3087,22,1
2025-10-05 21:52:44,192.168.248.138,4,4,0,8.886045033353406,1282,2,0
2025-08-16 04:02:44,73.233.97.20,1,2,1,6.634252924071365,1464,1,0
2025-08-03 12:24:44,172.20.19.17,1,1,0,7.5375519994905495,1139,2,0
2025-10-03 10:30:44,98.83.129.98,3,3,0,9.005328290500152,1018,4,0
2025-09-26 12:19:44,73.47.142.126,2,2,0,1.0610857751043272,434,5,0
2025-10-18 07:32:44,10.124.23.87,1,3,2,2.46731290996601,1070,2,0
2025-08-20 04:01:44,192.168.128.88,3,3,0,6.8310620466543055,230,4,0
2025-09-26 03:50:44,192.168.16.108,5,5,0,14.031302162430858,1226,2,0
2025-10-09 01:39:44,172.16.180.91,1,1,0,10.336133247712905,253,2,0
2025-10-06 10:52:44,192.168.143.139,4,5,1,10.931361539223472,874,2,0
2025-10-05 08:16:44,73.3.81.166,3,5,2,8.266451921813683,318,4,0
2025-09-26 08:08:44,73.252.83.154,1,3,2,7.097106756610669,864,3,0
2025-08-14 05:38:44,10.109.110.74,3,3,0,12.858851577774594,530,3,0
2025-10-01 10:40:44,192.168.30.80,3,3,0,7.777078975942822,670,3,0
2025-08-15 21:42:44,10.211.9.94,3,4,1,2.058470568634511,1313,1,0
2025-09-14 18:03:44,172.21.53.83,2,2,0,14.74314653393427,1291,2,0
2025-08-02 14:14:44,73.167.180.121,3,4,1,8.543382126554667,885,0,0
2025-08-15 12:20:44,10.71.227.138,5,5,0,6.818990613602679,214,6,0
2025-10-24 04:30:44,172.20.114.55,2,3,1,13.567445417491394,530,4,0
2025-10-28 17:40:44,138.222.101.208,3,57,54,8.315556034248745,1856,19,1
2025-10-24 08:30:44,73.204.19.92,1,2,1,12.096331628037365,1496,4,0
2025-08-26 01:35:44,192.168.181.79,2,4,2,11.938883768601688,953,2,0
2025-09-16 15:50:44,192.168.213.140,4,5,1,12.31310995298162,655,2,0
2025-09-15 02:38:44,73.54.42.75,4,4,0,5.044389144728319,866,3,0
2025-09-25 09:25:44,172.20.245.254,4,4,0,7.221114889381202,1240,2,0
2025-10-28 23:54:44,98.245.228.127,4,4,0,2.425251561293517,1264,0,0
2025-10-08 10:18:44,10.154.47.162,1,1,0,4.954702415678373,908,3,0
2025-10-29 03:02:44,51.73.124.216,4,69,65,6.613184674622653,4338,20,1
2025-10-10 20:35:44,192.168.191.208,5,5,0,1.4593347378005181,674,0,0
2025-10-29 00:27:44,185.163.100.159,5,46,41,2.330742637457699,3482,18,1
2025-08-24 10:17:44,192.168.199.191,1,2,1,7.486111145819155,827,1,0
2025-09-02 15:08:44,192.168.169.129,1,1,0,1.7648818800136121,590,1,0
2025-09-13 08:46:44,172.23.45.187,2,3,1,5.341183536798571,619,3,0
2025-10-02 18:00:44,172.29.46.226,1,1,0,2.754990661093399,1270,5,0
2025-09-28 11:05:44,172.22.196.237,1,2,1,4.763854394339807,925,2,0
2025-08-25 17:38:44,192.168.29.194,5,5,0,14.613879986561447,1417,5,0
2025-10-28 23:31:44,185.110.52.40,4,90,86,1.7265341932577523,2081,23,1
2025-10-28 20:11:44,51.103.224.53,5,74,69,7.755005883295049,4411,23,1
2025-08-13 12:00:44,192.168.29.71,2,4,2,12.805893273109634,927,4,0
2025-10-16 20:39:44,172.18.22.59,2,3,1,14.334539633629856,1312,1,0
2025-08-19 06:00:44,192.168.0.72,3,3,0,9.748237394497984,1214,1,0
2025-10-17 16:03:44,192.168.4.150,4,4,0,3.679987526993595,1101,2,0
2025-08-28 18:26:44,73.188.77.74,3,3,0,5.668476310344147,758,4,0
2025-10-05 19:04:44,172.30.193.234,5,5,0,13.80623560939105,401,2,0
2025-07-31 16:33:44,10.92.169.211,4,5,1,3.8621680352936556,1218,4,0
2025-09-05 05:47:44,172.20.214.63,2,2,0,2.0581705939569375,752,0,0
2025-08-24 15:40:44,98.255.90.252,2,4,2,10.853092353867106,272,2,0
2025-10-01 09:13:44,192.168.18.58,3,4,1,2.638924579938361,1020,3,0
2025-10-04 23:46:44,192.168.109.169,1,2,1,9.78481200497991,1230,1,0
2025-10-28 15:13:44,5.162.99.159,5,45,40,9.64148629188216,3809,36,1
2025-08-05 21:59:44,172.19.129.186,2,2,0,12.441532359135497,1114,3,0
2025-10-06 21:42:44,192.168.206.85,1,1,0,13.761298106554431,936,1,0
2025-09-10 09:16:44,172.19.59.228,3,3,0,9.359340782614076,838,3,0
2025-10-21 17:28:44,73.120.36.24,1,1,0,6.195581138021789,589,5,0
2025-09-02 01:15:44,98.168.2.151,2,2,0,10.876451623968808,619,1,0
2025-08-27 15:03:44,192.168.148.228,1,2,1,9.383835601112146,1437,1,0
2025-10-28 14:11:44,172.26.35.169,2,4,2,6.735394747263896,1261,0,0
2025-08-16 15:24:44,192.168.91.47,1,1,0,13.343668565809113,1002,1,0
2025-10-29 07:37:44,5.108.219.64,4,36,32,11.395431659765901,3700,25,1
2025-10-29 01:52:44,5.118.12.156,2,14,12,5.9619492831027685,4354,16,1
2025-10-29 10:25:44,5.150.18.90,3,15,12,8.04385461572156,4177,18,1
2025-09-30 21:37:44,10.12.194.216,1,1,0,6.755310524326157,694,3,0
